"Access","Access Start (UTCG)","Access End (UTCG)","Duration (sec)","Asset Full Name"
673,16 Nov 2021 00:40:57.326,16 Nov 2021 00:43:15.915,138.589,"Jeju"
674,16 Nov 2021 01:27:27.401,16 Nov 2021 01:30:16.729,169.328,"Cordoba"
675,16 Nov 2021 01:47:38.239,16 Nov 2021 01:50:18.875,160.636,"Maspalomas"
676,16 Nov 2021 01:51:05.251,16 Nov 2021 01:54:33.928,208.678,"Puertollano"
677,16 Nov 2021 02:39:03.191,16 Nov 2021 02:42:38.231,215.039,"Awarua"
678,16 Nov 2021 03:23:29.649,16 Nov 2021 03:26:59.018,209.368,"Azores"
679,16 Nov 2021 03:55:52.664,16 Nov 2021 03:58:48.873,176.209,"Singapore"
680,16 Nov 2021 04:04:25.497,16 Nov 2021 04:06:45.464,139.967,"Mingenew"
681,16 Nov 2021 04:15:37.483,16 Nov 2021 04:18:46.270,188.787,"Awarua"
682,16 Nov 2021 04:45:41.003,16 Nov 2021 04:48:26.499,165.497,"Panama"
683,16 Nov 2021 05:18:55.957,16 Nov 2021 05:22:32.814,216.858,"Dubai"
684,16 Nov 2021 05:52:33.332,16 Nov 2021 05:55:17.020,163.688,"Awarua"
685,16 Nov 2021 06:47:28.728,16 Nov 2021 06:51:03.240,214.512,"Nemea"
686,16 Nov 2021 07:28:33.712,16 Nov 2021 07:32:21.392,227.681,"Awarua"
687,16 Nov 2021 07:57:10.388,16 Nov 2021 07:59:21.023,130.635,"Los_Angeles"
688,16 Nov 2021 08:19:07.006,16 Nov 2021 08:22:48.769,221.763,"Puertollano"
689,16 Nov 2021 09:51:31.323,16 Nov 2021 09:55:13.411,222.088,"Azores"
690,16 Nov 2021 09:55:26.318,16 Nov 2021 09:59:06.332,220.014,"Maspalomas"
691,16 Nov 2021 10:13:30.320,16 Nov 2021 10:17:10.236,219.916,"Hartebeesthoek"
692,16 Nov 2021 13:48:41.753,16 Nov 2021 13:50:03.748,81.996,"Mingenew"
693,16 Nov 2021 15:28:21.855,16 Nov 2021 15:31:46.387,204.531,"Singapore"
694,16 Nov 2021 15:39:00.266,16 Nov 2021 15:41:38.434,158.169,"Jeju"
695,16 Nov 2021 15:40:56.836,16 Nov 2021 15:44:38.275,221.440,"Tokyo"
696,16 Nov 2021 16:02:21.203,16 Nov 2021 16:05:54.253,213.050,"Los_Angeles"
697,16 Nov 2021 16:24:33.634,16 Nov 2021 16:27:53.265,199.630,"Cordoba"
698,16 Nov 2021 18:39:56.415,16 Nov 2021 18:41:11.223,74.808,"Bangladore"
699,16 Nov 2021 19:12:35.342,16 Nov 2021 19:13:47.868,72.526,"Hawaii"
700,16 Nov 2021 19:38:59.119,16 Nov 2021 19:42:12.735,193.616,"Punta_Arenas"
701,16 Nov 2021 19:39:46.101,16 Nov 2021 19:42:46.337,180.235,"Tolhuin"
702,16 Nov 2021 20:13:47.974,16 Nov 2021 20:17:29.498,221.524,"Dubai"
703,16 Nov 2021 21:14:47.370,16 Nov 2021 21:18:32.068,224.698,"Punta_Arenas"
704,16 Nov 2021 21:15:29.120,16 Nov 2021 21:18:59.897,210.776,"Tolhuin"
705,16 Nov 2021 22:10:45.183,16 Nov 2021 22:13:03.112,137.929,"Tokyo"
706,16 Nov 2021 22:51:05.778,16 Nov 2021 22:54:21.686,195.909,"Punta_Arenas"
707,16 Nov 2021 22:52:01.035,16 Nov 2021 22:54:16.908,135.873,"Tolhuin"
708,16 Nov 2021 23:23:11.653,16 Nov 2021 23:26:53.880,222.227,"Nemea"
709,16 Nov 2021 23:44:38.313,16 Nov 2021 23:48:10.543,212.230,"Jeju"
710,17 Nov 2021 00:31:27.290,17 Nov 2021 00:34:48.891,201.602,"Cordoba"
711,17 Nov 2021 00:51:33.949,17 Nov 2021 00:54:50.665,196.716,"Maspalomas"
712,17 Nov 2021 00:55:27.369,17 Nov 2021 00:58:40.007,192.638,"Puertollano"
713,17 Nov 2021 02:27:52.298,17 Nov 2021 02:31:04.707,192.409,"Azores"
714,17 Nov 2021 03:00:54.017,17 Nov 2021 03:02:24.019,90.002,"Singapore"
715,17 Nov 2021 03:19:22.852,17 Nov 2021 03:23:06.649,223.797,"Awarua"
716,17 Nov 2021 03:50:13.433,17 Nov 2021 03:52:30.458,137.026,"Panama"
717,17 Nov 2021 04:05:39.130,17 Nov 2021 04:05:59.803,20.672,"Azores"
718,17 Nov 2021 04:29:19.815,17 Nov 2021 04:32:49.976,210.161,"Bangladore"
719,17 Nov 2021 04:44:06.457,17 Nov 2021 04:47:42.085,215.628,"Mingenew"
720,17 Nov 2021 04:56:30.595,17 Nov 2021 04:59:08.831,158.236,"Awarua"
721,17 Nov 2021 05:51:57.865,17 Nov 2021 05:54:54.190,176.326,"Nemea"
722,17 Nov 2021 06:00:18.629,17 Nov 2021 06:01:45.231,86.602,"Dubai"
723,17 Nov 2021 06:32:53.192,17 Nov 2021 06:36:11.166,197.975,"Awarua"
724,17 Nov 2021 07:23:48.593,17 Nov 2021 07:26:21.204,152.612,"Puertollano"
725,17 Nov 2021 07:45:17.688,17 Nov 2021 07:48:56.618,218.930,"Mauritius"
726,17 Nov 2021 08:09:07.297,17 Nov 2021 08:12:32.025,204.727,"Awarua"
727,17 Nov 2021 08:36:42.170,17 Nov 2021 08:40:25.497,223.327,"Los_Angeles"
728,17 Nov 2021 08:56:12.867,17 Nov 2021 08:58:45.854,152.987,"Azores"
729,17 Nov 2021 09:00:30.031,17 Nov 2021 09:01:58.629,88.598,"Puertollano"
730,17 Nov 2021 10:04:06.058,17 Nov 2021 10:07:43.260,217.203,"Hawaii"
731,17 Nov 2021 10:32:53.767,17 Nov 2021 10:34:23.889,90.121,"Azores"
732,17 Nov 2021 12:51:53.379,17 Nov 2021 12:55:31.069,217.690,"Mingenew"
733,17 Nov 2021 14:46:06.760,17 Nov 2021 14:48:06.250,119.490,"Tokyo"
734,17 Nov 2021 15:17:49.394,17 Nov 2021 15:21:26.963,217.569,"Panama"
735,17 Nov 2021 16:09:32.022,17 Nov 2021 16:11:14.861,102.839,"Singapore"
736,17 Nov 2021 16:18:48.900,17 Nov 2021 16:22:28.588,219.688,"Jeju"
737,17 Nov 2021 16:22:36.062,17 Nov 2021 16:24:02.058,85.995,"Tokyo"
738,17 Nov 2021 16:43:00.800,17 Nov 2021 16:45:55.689,174.889,"Los_Angeles"
739,17 Nov 2021 17:04:59.794,17 Nov 2021 17:08:12.400,192.606,"Cordoba"
740,17 Nov 2021 17:32:44.847,17 Nov 2021 17:36:26.795,221.948,"Mauritius"
741,17 Nov 2021 17:43:12.215,17 Nov 2021 17:46:27.400,195.185,"Bangladore"
742,17 Nov 2021 18:44:33.561,17 Nov 2021 18:45:29.550,55.989,"Punta_Arenas"
743,17 Nov 2021 18:45:27.268,17 Nov 2021 18:45:58.621,31.353,"Tolhuin"
744,17 Nov 2021 19:02:57.794,17 Nov 2021 19:06:39.317,221.523,"Hartebeesthoek"
745,17 Nov 2021 19:51:48.702,17 Nov 2021 19:55:21.551,212.849,"Hawaii"
746,17 Nov 2021 20:19:05.396,17 Nov 2021 20:22:43.985,218.589,"Punta_Arenas"
747,17 Nov 2021 20:19:49.871,17 Nov 2021 20:23:16.184,206.313,"Tolhuin"
748,17 Nov 2021 20:55:19.531,17 Nov 2021 20:56:49.319,89.789,"Dubai"
749,17 Nov 2021 21:55:11.351,17 Nov 2021 21:58:52.464,221.113,"Punta_Arenas"
750,17 Nov 2021 21:55:53.817,17 Nov 2021 21:59:11.566,197.749,"Tolhuin"
751,17 Nov 2021 22:50:31.847,17 Nov 2021 22:54:14.234,222.387,"Tokyo"
752,17 Nov 2021 23:32:02.499,17 Nov 2021 23:33:52.267,109.768,"Punta_Arenas"
753,18 Nov 2021 00:03:58.651,18 Nov 2021 00:07:00.680,182.029,"Nemea"
754,18 Nov 2021 00:25:17.688,18 Nov 2021 00:28:12.166,174.479,"Jeju"
755,18 Nov 2021 01:11:52.272,18 Nov 2021 01:15:07.973,195.701,"Cordoba"
756,18 Nov 2021 01:31:59.844,18 Nov 2021 01:35:08.770,188.927,"Maspalomas"
757,18 Nov 2021 01:35:36.671,18 Nov 2021 01:39:14.190,217.519,"Puertollano"
758,18 Nov 2021 02:23:44.921,18 Nov 2021 02:27:11.444,206.522,"Awarua"
759,18 Nov 2021 03:08:01.149,18 Nov 2021 03:11:39.221,218.071,"Azores"
760,18 Nov 2021 03:40:17.198,18 Nov 2021 03:43:39.284,202.086,"Singapore"
761,18 Nov 2021 03:49:40.798,18 Nov 2021 03:50:47.196,66.398,"Mingenew"
762,18 Nov 2021 04:00:09.026,18 Nov 2021 04:03:24.049,195.023,"Awarua"
763,18 Nov 2021 04:30:02.346,18 Nov 2021 04:33:19.133,196.786,"Panama"
764,18 Nov 2021 05:03:37.805,18 Nov 2021 05:07:04.291,206.486,"Dubai"
765,18 Nov 2021 05:11:01.457,18 Nov 2021 05:11:44.028,42.571,"Bangladore"
766,18 Nov 2021 05:37:09.392,18 Nov 2021 05:39:49.073,159.681,"Awarua"
767,18 Nov 2021 06:32:02.794,18 Nov 2021 06:35:43.605,220.810,"Nemea"
768,18 Nov 2021 07:13:10.693,18 Nov 2021 07:16:56.540,225.847,"Awarua"
769,18 Nov 2021 07:42:29.986,18 Nov 2021 07:43:18.794,48.809,"Los_Angeles"
770,18 Nov 2021 08:03:43.344,18 Nov 2021 08:07:25.967,222.623,"Puertollano"
771,18 Nov 2021 09:18:16.142,18 Nov 2021 09:19:51.753,95.611,"Los_Angeles"
772,18 Nov 2021 09:36:07.673,18 Nov 2021 09:39:50.592,222.919,"Azores"
773,18 Nov 2021 09:40:05.689,18 Nov 2021 09:43:40.529,214.840,"Maspalomas"
774,18 Nov 2021 09:58:09.126,18 Nov 2021 10:01:45.893,216.766,"Hartebeesthoek"
775,18 Nov 2021 13:32:47.578,18 Nov 2021 13:35:14.886,147.307,"Mingenew"
776,18 Nov 2021 15:13:12.481,18 Nov 2021 15:16:10.659,178.178,"Singapore"
777,18 Nov 2021 15:24:02.972,18 Nov 2021 15:25:52.687,109.716,"Jeju"
778,18 Nov 2021 15:25:31.818,18 Nov 2021 15:29:16.381,224.564,"Tokyo"
779,18 Nov 2021 15:47:03.169,18 Nov 2021 15:50:24.298,201.129,"Los_Angeles"
780,18 Nov 2021 16:09:23.003,18 Nov 2021 16:12:19.814,176.811,"Cordoba"
781,18 Nov 2021 18:23:55.938,18 Nov 2021 18:26:24.537,148.599,"Bangladore"
782,18 Nov 2021 19:23:41.180,18 Nov 2021 19:26:46.598,185.418,"Punta_Arenas"
783,18 Nov 2021 19:24:28.472,18 Nov 2021 19:27:20.363,171.891,"Tolhuin"
784,18 Nov 2021 19:44:36.280,18 Nov 2021 19:45:35.112,58.832,"Hartebeesthoek"
785,18 Nov 2021 19:58:29.462,18 Nov 2021 20:02:02.884,213.423,"Dubai"
786,18 Nov 2021 20:59:24.281,18 Nov 2021 21:03:08.830,224.549,"Punta_Arenas"
787,18 Nov 2021 21:00:06.287,18 Nov 2021 21:03:37.595,211.308,"Tolhuin"
788,18 Nov 2021 21:55:41.665,18 Nov 2021 21:57:15.703,94.038,"Tokyo"
789,18 Nov 2021 22:35:40.391,18 Nov 2021 22:39:02.627,202.236,"Punta_Arenas"
790,18 Nov 2021 22:36:31.944,18 Nov 2021 22:39:03.252,151.308,"Tolhuin"
791,18 Nov 2021 23:07:52.426,18 Nov 2021 23:11:27.634,215.208,"Nemea"
792,18 Nov 2021 23:29:20.598,18 Nov 2021 23:32:40.270,199.672,"Jeju"
793,18 Nov 2021 23:31:49.101,18 Nov 2021 23:33:31.225,102.124,"Tokyo"
794,19 Nov 2021 00:16:13.107,19 Nov 2021 00:19:14.523,181.416,"Cordoba"
795,19 Nov 2021 00:36:25.477,19 Nov 2021 00:39:15.160,169.683,"Maspalomas"
796,19 Nov 2021 00:40:16.971,19 Nov 2021 00:43:06.596,169.625,"Puertollano"
797,19 Nov 2021 02:12:42.017,19 Nov 2021 02:15:31.197,169.180,"Azores"
798,19 Nov 2021 02:17:10.550,19 Nov 2021 02:18:46.816,96.267,"Puertollano"
799,19 Nov 2021 03:03:57.768,19 Nov 2021 03:07:43.728,225.960,"Awarua"
800,19 Nov 2021 03:35:52.206,19 Nov 2021 03:36:07.245,15.039,"Panama"
801,19 Nov 2021 03:49:33.988,19 Nov 2021 03:51:12.758,98.771,"Azores"
802,19 Nov 2021 04:14:05.545,19 Nov 2021 04:17:18.312,192.767,"Bangladore"
803,19 Nov 2021 04:28:40.400,19 Nov 2021 04:32:21.540,221.140,"Mingenew"
804,19 Nov 2021 04:41:02.827,19 Nov 2021 04:43:44.668,161.841,"Awarua"
805,19 Nov 2021 05:36:44.273,19 Nov 2021 05:39:17.559,153.286,"Nemea"
806,19 Nov 2021 05:44:25.105,19 Nov 2021 05:46:55.480,150.376,"Dubai"
807,19 Nov 2021 06:17:31.031,19 Nov 2021 06:20:42.741,191.710,"Awarua"
808,19 Nov 2021 07:08:37.838,19 Nov 2021 07:10:40.904,123.066,"Puertollano"
809,19 Nov 2021 07:13:48.177,19 Nov 2021 07:14:29.693,41.516,"Nemea"
810,19 Nov 2021 07:29:58.614,19 Nov 2021 07:33:30.598,211.984,"Mauritius"
811,19 Nov 2021 07:53:40.158,19 Nov 2021 07:57:14.275,214.118,"Awarua"
812,19 Nov 2021 08:21:18.608,19 Nov 2021 08:25:02.638,224.029,"Los_Angeles"
813,19 Nov 2021 08:41:02.052,19 Nov 2021 08:43:05.609,123.557,"Azores"
814,19 Nov 2021 08:44:42.015,19 Nov 2021 08:47:03.954,141.938,"Puertollano"
815,19 Nov 2021 09:48:41.824,19 Nov 2021 09:52:21.796,219.973,"Hawaii"
816,19 Nov 2021 10:17:06.082,19 Nov 2021 10:19:28.876,142.794,"Azores"
817,19 Nov 2021 10:21:08.065,19 Nov 2021 10:23:14.937,126.872,"Maspalomas"
818,19 Nov 2021 10:39:26.106,19 Nov 2021 10:41:19.058,112.953,"Hartebeesthoek"
819,19 Nov 2021 12:36:35.821,19 Nov 2021 12:40:01.243,205.422,"Mingenew"
820,19 Nov 2021 15:02:29.641,19 Nov 2021 15:06:01.428,211.787,"Panama"
821,19 Nov 2021 15:53:38.820,19 Nov 2021 15:56:22.539,163.719,"Singapore"
822,19 Nov 2021 16:03:23.342,19 Nov 2021 16:07:07.271,223.929,"Jeju"
823,19 Nov 2021 16:06:46.690,19 Nov 2021 16:09:00.314,133.625,"Tokyo"
824,19 Nov 2021 16:27:27.531,19 Nov 2021 16:30:44.954,197.423,"Los_Angeles"
825,19 Nov 2021 16:49:27.893,19 Nov 2021 16:52:56.263,208.370,"Cordoba"
826,19 Nov 2021 17:17:22.713,19 Nov 2021 17:21:03.280,220.566,"Mauritius"
827,19 Nov 2021 17:28:06.170,19 Nov 2021 17:30:49.039,162.869,"Bangladore"
828,19 Nov 2021 18:47:38.325,19 Nov 2021 18:51:12.243,213.918,"Hartebeesthoek"
829,19 Nov 2021 19:36:23.985,19 Nov 2021 19:40:01.036,217.051,"Hawaii"
830,19 Nov 2021 20:03:43.763,19 Nov 2021 20:07:20.023,216.260,"Punta_Arenas"
831,19 Nov 2021 20:04:28.717,19 Nov 2021 20:07:52.549,203.832,"Tolhuin"
832,19 Nov 2021 20:39:25.799,19 Nov 2021 20:41:53.943,148.144,"Dubai"
833,19 Nov 2021 21:39:47.729,19 Nov 2021 21:43:30.123,222.395,"Punta_Arenas"
834,19 Nov 2021 21:40:29.714,19 Nov 2021 21:43:51.177,201.463,"Tolhuin"
835,19 Nov 2021 22:35:09.572,19 Nov 2021 22:38:49.759,220.187,"Tokyo"
836,19 Nov 2021 23:16:28.732,19 Nov 2021 23:18:43.648,134.916,"Punta_Arenas"
837,19 Nov 2021 23:48:25.661,19 Nov 2021 23:51:44.222,198.561,"Nemea"
838,20 Nov 2021 00:09:44.262,20 Nov 2021 00:13:01.589,197.327,"Jeju"
839,20 Nov 2021 00:56:21.742,20 Nov 2021 00:59:53.996,212.255,"Cordoba"
840,20 Nov 2021 01:16:26.685,20 Nov 2021 01:19:54.159,207.474,"Maspalomas"
841,20 Nov 2021 01:20:10.152,20 Nov 2021 01:23:53.061,222.908,"Puertollano"
842,20 Nov 2021 02:08:28.518,20 Nov 2021 02:11:43.334,194.817,"Awarua"
843,20 Nov 2021 02:52:34.704,20 Nov 2021 02:56:18.039,223.335,"Azores"
844,20 Nov 2021 03:24:48.306,20 Nov 2021 03:28:23.158,214.852,"Singapore"
845,20 Nov 2021 03:44:40.799,20 Nov 2021 03:48:01.915,201.116,"Awarua"
846,20 Nov 2021 04:14:30.845,20 Nov 2021 04:18:04.966,214.121,"Panama"
847,20 Nov 2021 04:48:23.420,20 Nov 2021 04:51:31.314,187.894,"Dubai"
848,20 Nov 2021 04:54:51.062,20 Nov 2021 04:57:10.380,139.318,"Bangladore"
849,20 Nov 2021 05:21:44.912,20 Nov 2021 05:24:21.548,156.636,"Awarua"
850,20 Nov 2021 06:16:38.695,20 Nov 2021 06:20:21.479,222.784,"Nemea"
851,20 Nov 2021 06:57:47.993,20 Nov 2021 07:01:30.920,222.927,"Awarua"
852,20 Nov 2021 07:48:21.168,20 Nov 2021 07:52:01.013,219.844,"Puertollano"
853,20 Nov 2021 08:11:12.745,20 Nov 2021 08:13:02.639,109.894,"Mauritius"
854,20 Nov 2021 08:35:08.768,20 Nov 2021 08:36:14.482,65.714,"Awarua"
855,20 Nov 2021 09:02:27.702,20 Nov 2021 09:04:49.515,141.813,"Los_Angeles"
856,20 Nov 2021 09:20:45.503,20 Nov 2021 09:24:25.626,220.123,"Azores"
857,20 Nov 2021 09:24:48.109,20 Nov 2021 09:28:10.996,202.887,"Maspalomas"
858,20 Nov 2021 09:42:52.057,20 Nov 2021 09:46:18.029,205.972,"Hartebeesthoek"
859,20 Nov 2021 13:17:08.049,20 Nov 2021 13:20:10.812,182.763,"Mingenew"
860,20 Nov 2021 14:58:13.496,20 Nov 2021 15:00:24.454,130.958,"Singapore"
861,20 Nov 2021 15:10:09.366,20 Nov 2021 15:13:52.599,223.233,"Tokyo"
862,20 Nov 2021 15:31:47.611,20 Nov 2021 15:34:51.148,183.538,"Los_Angeles"
863,20 Nov 2021 15:54:19.448,20 Nov 2021 15:56:39.893,140.445,"Cordoba"
864,20 Nov 2021 16:44:51.747,20 Nov 2021 16:46:37.670,105.923,"Jeju"
865,20 Nov 2021 18:08:13.837,20 Nov 2021 18:11:19.997,186.159,"Bangladore"
866,20 Nov 2021 19:08:24.357,20 Nov 2021 19:11:19.676,175.319,"Punta_Arenas"
867,20 Nov 2021 19:09:11.915,20 Nov 2021 19:11:53.597,161.683,"Tolhuin"
868,20 Nov 2021 19:28:34.156,20 Nov 2021 19:30:54.098,139.942,"Hartebeesthoek"
869,20 Nov 2021 19:43:15.535,20 Nov 2021 19:46:32.255,196.720,"Dubai"
870,20 Nov 2021 20:44:01.307,20 Nov 2021 20:47:45.503,224.196,"Punta_Arenas"
871,20 Nov 2021 20:44:43.637,20 Nov 2021 20:48:15.087,211.450,"Tolhuin"
872,20 Nov 2021 22:20:15.455,20 Nov 2021 22:23:42.830,207.375,"Punta_Arenas"
873,20 Nov 2021 22:21:04.279,20 Nov 2021 22:23:47.854,163.575,"Tolhuin"
874,20 Nov 2021 22:52:36.094,20 Nov 2021 22:55:59.141,203.047,"Nemea"
875,20 Nov 2021 23:14:05.516,20 Nov 2021 23:17:06.643,181.127,"Jeju"
876,20 Nov 2021 23:16:02.834,20 Nov 2021 23:18:34.585,151.750,"Tokyo"
877,21 Nov 2021 00:01:03.096,21 Nov 2021 00:03:35.238,152.142,"Cordoba"
878,21 Nov 2021 00:21:26.240,21 Nov 2021 00:23:30.989,124.749,"Maspalomas"
879,21 Nov 2021 00:25:12.733,21 Nov 2021 00:27:27.660,134.927,"Puertollano"
880,21 Nov 2021 01:57:37.967,21 Nov 2021 01:59:52.093,134.126,"Azores"
881,21 Nov 2021 02:01:25.816,21 Nov 2021 02:03:39.986,134.170,"Puertollano"
882,21 Nov 2021 02:48:33.524,21 Nov 2021 02:52:20.434,226.910,"Awarua"
883,21 Nov 2021 03:33:49.679,21 Nov 2021 03:36:05.526,135.846,"Azores"
884,21 Nov 2021 03:58:57.824,21 Nov 2021 04:01:39.628,161.804,"Bangladore"
885,21 Nov 2021 04:13:17.770,21 Nov 2021 04:16:58.235,220.465,"Mingenew"
886,21 Nov 2021 04:25:34.690,21 Nov 2021 04:28:21.002,166.312,"Awarua"
887,21 Nov 2021 05:21:34.394,21 Nov 2021 05:23:36.525,122.131,"Nemea"
888,21 Nov 2021 05:28:46.005,21 Nov 2021 05:31:50.791,184.786,"Dubai"
889,21 Nov 2021 06:02:08.742,21 Nov 2021 06:05:14.146,185.404,"Awarua"
890,21 Nov 2021 06:53:33.909,21 Nov 2021 06:54:53.139,79.229,"Puertollano"
891,21 Nov 2021 06:57:45.796,21 Nov 2021 06:59:49.619,123.823,"Nemea"
892,21 Nov 2021 07:14:44.538,21 Nov 2021 07:18:00.078,195.540,"Mauritius"
893,21 Nov 2021 07:38:14.127,21 Nov 2021 07:41:54.879,220.752,"Awarua"
894,21 Nov 2021 08:05:57.918,21 Nov 2021 08:09:37.588,219.670,"Los_Angeles"
895,21 Nov 2021 08:25:57.961,21 Nov 2021 08:27:17.998,80.037,"Azores"
896,21 Nov 2021 08:29:04.537,21 Nov 2021 08:31:58.117,173.581,"Puertollano"
897,21 Nov 2021 09:33:22.052,21 Nov 2021 09:36:56.385,214.333,"Hawaii"
898,21 Nov 2021 10:01:28.715,21 Nov 2021 10:04:22.923,174.208,"Azores"
899,21 Nov 2021 10:05:24.758,21 Nov 2021 10:08:14.796,170.038,"Maspalomas"
900,21 Nov 2021 10:23:38.442,21 Nov 2021 10:26:17.833,159.391,"Hartebeesthoek"
901,21 Nov 2021 12:21:21.546,21 Nov 2021 12:24:27.414,185.868,"Mingenew"
902,21 Nov 2021 14:47:15.089,21 Nov 2021 14:50:30.384,195.295,"Panama"
903,21 Nov 2021 15:37:59.839,21 Nov 2021 15:41:16.192,196.353,"Singapore"
904,21 Nov 2021 15:48:00.634,21 Nov 2021 15:51:43.792,223.158,"Jeju"
905,21 Nov 2021 15:51:05.988,21 Nov 2021 15:53:50.631,164.643,"Tokyo"
906,21 Nov 2021 16:11:58.082,21 Nov 2021 16:15:29.755,211.673,"Los_Angeles"
907,21 Nov 2021 16:33:59.438,21 Nov 2021 16:37:37.390,217.952,"Cordoba"
908,21 Nov 2021 17:02:04.419,21 Nov 2021 17:05:35.367,210.948,"Mauritius"
909,21 Nov 2021 17:13:13.992,21 Nov 2021 17:14:57.056,103.064,"Bangladore"
910,21 Nov 2021 18:32:22.265,21 Nov 2021 18:35:41.082,198.817,"Hartebeesthoek"
911,21 Nov 2021 19:21:03.229,21 Nov 2021 19:24:36.032,212.803,"Hawaii"
912,21 Nov 2021 19:48:22.531,21 Nov 2021 19:51:55.859,213.328,"Punta_Arenas"
913,21 Nov 2021 19:49:07.950,21 Nov 2021 19:52:28.670,200.719,"Tolhuin"
914,21 Nov 2021 20:23:44.658,21 Nov 2021 20:26:46.718,182.060,"Dubai"
915,21 Nov 2021 21:24:24.209,21 Nov 2021 21:28:07.552,223.343,"Punta_Arenas"
916,21 Nov 2021 21:25:05.891,21 Nov 2021 21:28:30.339,204.449,"Tolhuin"
917,21 Nov 2021 22:19:49.143,21 Nov 2021 22:23:22.753,213.609,"Tokyo"
918,21 Nov 2021 23:00:58.019,21 Nov 2021 23:03:31.589,153.570,"Punta_Arenas"
919,21 Nov 2021 23:32:55.155,21 Nov 2021 23:36:25.966,210.812,"Nemea"
920,21 Nov 2021 23:54:14.755,21 Nov 2021 23:57:46.453,211.698,"Jeju"
921,22 Nov 2021 00:40:54.556,22 Nov 2021 00:44:36.027,221.471,"Cordoba"
922,22 Nov 2021 01:00:57.630,22 Nov 2021 01:04:36.149,218.519,"Maspalomas"
923,22 Nov 2021 01:04:45.709,22 Nov 2021 01:08:30.525,224.816,"Puertollano"
924,22 Nov 2021 01:53:14.432,22 Nov 2021 01:56:13.444,179.012,"Awarua"
925,22 Nov 2021 02:37:10.332,22 Nov 2021 02:40:55.453,225.121,"Azores"
926,22 Nov 2021 03:09:24.787,22 Nov 2021 03:13:01.657,216.870,"Singapore"
927,22 Nov 2021 03:29:12.893,22 Nov 2021 03:32:39.801,206.909,"Awarua"
928,22 Nov 2021 03:59:04.856,22 Nov 2021 04:02:45.608,220.753,"Panama"
929,22 Nov 2021 04:33:14.063,22 Nov 2021 04:35:52.605,158.542,"Dubai"
930,22 Nov 2021 04:39:08.237,22 Nov 2021 04:42:08.939,180.702,"Bangladore"
931,22 Nov 2021 04:54:36.047,22 Nov 2021 04:56:32.947,116.900,"Mingenew"
932,22 Nov 2021 05:06:19.854,22 Nov 2021 05:08:54.528,154.674,"Awarua"
933,22 Nov 2021 06:01:16.230,22 Nov 2021 06:04:57.042,220.812,"Nemea"
934,22 Nov 2021 06:42:25.541,22 Nov 2021 06:46:04.607,219.066,"Awarua"
935,22 Nov 2021 07:33:00.403,22 Nov 2021 07:36:33.988,213.585,"Puertollano"
936,22 Nov 2021 07:55:23.146,22 Nov 2021 07:58:04.225,161.079,"Mauritius"
937,22 Nov 2021 08:19:19.691,22 Nov 2021 08:21:21.370,121.679,"Awarua"
938,22 Nov 2021 08:46:47.624,22 Nov 2021 08:49:39.666,172.042,"Los_Angeles"
939,22 Nov 2021 09:05:24.739,22 Nov 2021 09:08:58.594,213.856,"Azores"
940,22 Nov 2021 09:09:34.071,22 Nov 2021 09:12:37.215,183.144,"Maspalomas"
941,22 Nov 2021 09:27:39.903,22 Nov 2021 09:30:45.827,185.924,"Hartebeesthoek"
942,22 Nov 2021 10:14:44.262,22 Nov 2021 10:16:20.823,96.561,"Hawaii"
943,22 Nov 2021 13:01:34.930,22 Nov 2021 13:04:59.742,204.812,"Mingenew"
944,22 Nov 2021 14:54:49.657,22 Nov 2021 14:58:26.746,217.089,"Tokyo"
945,22 Nov 2021 15:16:35.265,22 Nov 2021 15:19:14.052,158.787,"Los_Angeles"
946,22 Nov 2021 15:28:08.322,22 Nov 2021 15:30:14.385,126.064,"Panama"
947,22 Nov 2021 15:39:32.440,22 Nov 2021 15:40:44.020,71.580,"Cordoba"
948,22 Nov 2021 16:29:05.097,22 Nov 2021 16:31:33.884,148.787,"Jeju"
949,22 Nov 2021 17:43:04.698,22 Nov 2021 17:45:12.147,127.449,"Mauritius"
950,22 Nov 2021 17:52:39.839,22 Nov 2021 17:56:07.845,208.006,"Bangladore"
951,22 Nov 2021 18:53:08.927,22 Nov 2021 18:55:51.714,162.788,"Punta_Arenas"
952,22 Nov 2021 18:53:56.715,22 Nov 2021 18:56:25.764,149.049,"Tolhuin"
953,22 Nov 2021 19:12:52.675,22 Nov 2021 19:15:51.930,179.255,"Hartebeesthoek"
954,22 Nov 2021 19:28:07.611,22 Nov 2021 19:30:56.166,168.555,"Dubai"
955,22 Nov 2021 20:02:44.600,22 Nov 2021 20:03:29.566,44.966,"Hawaii"
956,22 Nov 2021 20:28:38.470,22 Nov 2021 20:32:22.098,223.628,"Punta_Arenas"
957,22 Nov 2021 20:29:21.179,22 Nov 2021 20:32:52.388,211.209,"Tolhuin"
958,22 Nov 2021 22:04:50.879,22 Nov 2021 22:08:22.408,211.530,"Punta_Arenas"
959,22 Nov 2021 22:05:37.637,22 Nov 2021 22:08:31.135,173.498,"Tolhuin"
960,22 Nov 2021 22:37:23.322,22 Nov 2021 22:40:27.734,184.412,"Nemea"
961,22 Nov 2021 22:58:53.925,22 Nov 2021 23:01:28.789,154.863,"Jeju"
962,22 Nov 2021 23:00:26.074,22 Nov 2021 23:03:27.812,181.738,"Tokyo"
